14
0.628;0.004
0.636;0.004
0.667;0.004
0.693;0.004
0.714;0.003
0.720;0.003
0.783;0.003
0.886;0.003
0.927;0.003
0.969;0.002
1.005;0.002
1.104;0.002
1.153;0.002
1.249;0.002
1.27;0.06
1.28;0.06
1.34;0.07
1.39;0.07
1.44;0.07
1.44;0.07
1.56;0.08
1.77;0.09
1.86;0.09
1.94;0.10
2.02;0.10
2.21;0.11
2.32;0.12
2.52;0.13
